id,year,month,employment_status,job_title,job_years,is_manager,hours_per_week,telecommute_days_per_week,education,is_education_computer_related,certifications,salary
782,2017,12,2,2,3.0,0,40.0,0.0,2,1.0,1,6375.0
783,2018,12,2,2,3.9575787416884203,0,40.301676911036,0.0,0,0.0,0,6279.98915233786
784,2018,1,2,2,10.0,0,40.0,3.0,3,1.0,1,8333.0
785,2017,12,0,5,5.0,0,40.0,0.0,3,0.0,0,7166.0
786,2017,1,2,2,5.0,1,45.0,2.0,2,1.0,1,10000.0
787,2017,12,2,5,4.88168823130372,0,40.024791782567796,0.0,0,0.0,1,6948.37653688042
788,2017,12,2,2,3.0,0,45.0,0.0,2,1.0,1,5225.0
789,2017,12,2,2,0.0,0,37.0,0.0,0,0.0,0,4132.0
790,2017,12,2,1,5.0,0,45.0,0.0,1,0.0,0,7655.0
791,2017,1,2,2,6.0,0,40.0,0.0,2,1.0,1,9833.0
792,2017,1,2,5,3.2388722943723,1,42.051201659451706,0.0,2,1.0,1,7480.21681746032
793,2017,1,2,2,5.0,0,40.0,0.0,2,0.0,0,7166.0
794,2018,12,2,2,4.2633494220164705,0,41.325061878877705,2.0,2,1.0,0,6644.85170744648
795,2017,12,1,2,5.0,0,40.0,0.0,1,1.0,1,7166.0
796,2017,1,2,7,5.422018009768009,0,41.78703878066379,0.0,2,1.0,0,7403.55734382284
797,2017,12,2,2,5.0,0,40.0,0.0,2,0.0,1,7166.0
798,2017,1,2,1,4.07064526629927,0,40.8332818137705,0.0,0,0.0,0,6749.64577467426
799,2017,12,2,2,3.0,0,40.0,0.0,2,1.0,1,4583.0
800,2017,1,2,4,3.0,1,45.0,1.0,1,1.0,1,9083.0
801,2018,12,2,2,2.0,0,40.0,0.0,3,1.0,0,7083.0
802,2017,1,2,1,3.4071563051657003,0,41.405996926477606,0.0,2,0.0,1,6525.94355483067
803,2017,12,2,5,3.83206204906205,0,43.855673076923104,5.0,3,0.0,1,9561.6913284632
804,2017,1,2,1,8.0,0,40.0,2.0,3,1.0,0,9875.0
805,2017,1,2,1,10.0,1,40.0,0.0,1,1.0,0,7666.0
806,2017,1,2,5,5.0,1,40.0,5.0,0,0.0,1,7166.0
807,2018,1,0,1,5.90644696969697,0,40.033333333333296,3.0,2,1.0,1,6490.923214285711
808,2017,1,2,2,4.0,0,45.0,0.0,2,1.0,1,7250.0
809,2017,1,2,5,2.0,0,40.0,5.0,2,1.0,0,10000.0
810,2018,12,2,2,4.31372537805332,0,41.2081405013545,2.0,3,1.0,1,6881.47696825479
811,2017,1,2,4,5.0,1,40.0,0.0,0,0.0,0,7166.0
812,2017,1,2,7,4.0,0,40.0,0.0,2,0.0,1,9166.0
813,2017,12,2,2,4.0,0,38.0,0.0,2,1.0,1,4250.0
814,2018,12,2,1,5.0,0,40.0,2.0,3,1.0,1,7166.0
815,2017,12,2,2,5.0,1,40.0,3.0,0,0.0,1,7166.0
816,2017,1,2,2,7.0,0,40.0,0.0,2,0.0,0,8750.0
817,2018,1,2,5,2.0,0,45.0,0.0,2,0.0,0,7833.0
818,2017,12,2,2,1.0,0,42.0,1.0,2,1.0,1,6483.0
819,2017,1,2,7,3.0,0,40.0,4.0,2,1.0,1,8974.0
820,2017,12,2,0,5.478357142857139,0,44.789583333333304,5.0,1,1.0,1,6234.6685
821,2017,12,2,2,2.0,0,40.0,1.0,2,1.0,0,5150.0
822,2017,1,2,6,10.0,0,40.0,0.0,2,0.0,1,5500.0
823,2017,12,2,1,4.0,0,40.0,0.0,2,1.0,0,5083.0
824,2018,12,2,2,6.899441919191919,0,42.4588492063492,4.0,2,1.0,1,8582.31958730159
825,2017,1,2,5,4.0111580907482605,0,41.5584475248864,0.0,2,1.0,1,7388.43297900402
826,2017,12,2,2,2.0,0,40.0,2.0,0,0.0,1,5208.0
827,2017,1,2,2,5.0,1,40.0,0.0,3,1.0,1,7250.0
828,2017,1,2,1,3.0,0,40.0,3.0,2,1.0,0,5356.0
829,2018,12,2,2,5.0,0,40.0,0.0,2,1.0,1,7166.0
830,2017,1,2,5,8.0,0,45.0,1.0,3,1.0,0,8583.0
831,2017,12,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
832,2017,1,2,2,3.0,0,45.0,0.0,2,1.0,1,5833.0
833,2017,1,2,7,2.0,0,45.0,0.0,3,1.0,0,8750.0
834,2018,12,2,2,1.0,0,40.0,,0,0.0,0,4083.0
835,2017,12,2,4,5.0,1,40.0,0.0,2,0.0,1,7166.0
836,2017,1,2,2,7.0,0,40.0,0.0,2,0.0,1,9166.0
837,2017,12,2,7,5.1581683088153705,0,40.354688852813794,0.0,0,0.0,1,7901.67317332667
838,2017,12,2,4,5.0,1,40.0,1.0,1,0.0,1,7166.0
839,2018,12,2,1,4.0,0,40.0,1.0,3,1.0,0,7750.0
840,2017,1,2,2,3.0,0,45.0,0.0,0,0.0,0,4166.0
841,2017,12,2,2,7.0,1,38.0,0.0,2,0.0,1,6666.0
842,2017,1,2,2,2.0,0,40.0,0.0,2,1.0,1,7083.0
843,2017,12,1,2,5.0,0,40.0,0.0,1,1.0,0,7166.0
844,2019,1,2,2,5.0,0,40.0,0.0,1,1.0,1,5416.0
845,2017,12,2,2,2.0,0,45.0,1.0,3,0.0,1,4536.0
846,2017,12,2,1,3.0,0,43.0,2.0,2,0.0,1,8250.0
847,2017,12,2,1,3.0,1,40.0,0.0,2,1.0,0,7083.0
848,2017,1,2,5,4.66335761460761,1,40.162291666666704,1.0,2,1.0,0,7213.122190476191
849,2017,1,2,7,6.0,0,45.0,0.0,2,0.0,1,10416.0
850,2017,1,2,1,5.0,0,45.0,0.0,2,1.0,1,4000.0
851,2017,1,2,2,4.759545405854039,0,40.807492261917204,0.0,3,0.0,1,7041.14458433487
852,2017,12,0,1,4.01632744640065,0,41.1556111111111,0.0,3,1.0,1,6783.3027491679795
853,2018,12,2,2,5.0,1,40.0,0.0,2,0.0,1,7166.0
854,2017,12,2,2,5.0,1,40.0,1.0,0,0.0,0,7166.0
855,2017,1,2,5,3.0979487626082003,0,40.784614031929294,0.0,3,1.0,0,7447.0665946440295
856,2017,12,2,2,4.33048561027325,0,40.9734095118135,0.0,2,0.0,1,7298.82316186425
857,2017,1,2,2,4.43545833333333,1,38.78125937950939,0.0,1,0.0,1,7695.7840238095205
858,2017,12,2,1,4.22200108225108,0,41.5598553391053,3.0,2,1.0,0,6881.76223412698
859,2017,1,2,1,9.0,1,40.0,5.0,2,0.0,1,10000.0
860,2017,12,2,4,8.0,1,40.0,1.0,0,0.0,0,4784.0
861,2017,1,2,2,5.0,0,45.0,1.0,3,0.0,0,8000.0
862,2018,1,2,5,5.0,0,40.0,0.0,2,1.0,0,8750.0
863,2018,12,2,2,6.0,0,45.0,0.0,0,0.0,1,10300.0
864,2017,12,0,2,5.0,0,40.0,0.0,0,0.0,1,6666.0
865,2018,12,2,2,5.0,0,40.0,0.0,2,1.0,1,7166.0
866,2017,1,2,2,4.0,0,40.0,0.0,1,1.0,1,7916.0
867,2017,1,2,2,8.0,0,39.0,0.0,2,1.0,0,4250.0
868,2017,12,2,2,4.0,0,40.0,0.0,2,1.0,1,6520.0
869,2017,12,2,1,1.0,0,40.0,0.0,0,0.0,0,8333.0
870,2017,1,2,1,1.0,0,40.0,5.0,2,1.0,1,7750.0
871,2017,12,2,4,3.69787504162504,1,42.1178728216228,1.0,2,1.0,1,6822.6044928682395
872,2017,12,1,2,5.0,0,40.0,0.0,3,1.0,1,7166.0
873,2017,12,2,2,5.0,0,40.0,3.0,2,0.0,1,7166.0
874,2017,12,2,5,5.0,0,40.0,2.0,2,0.0,1,7166.0
875,2017,1,2,5,5.0,1,40.0,5.0,3,0.0,0,7166.0
876,2017,1,2,4,5.0,1,40.0,0.0,0,0.0,1,7166.0
877,2017,12,2,5,5.0,0,40.0,0.0,3,1.0,1,7166.0
878,2017,12,2,2,10.0,0,45.0,1.0,1,0.0,0,10000.0
879,2017,1,2,2,3.0,0,45.0,0.0,2,1.0,0,8333.0
880,2017,1,2,2,4.26138437820312,0,41.0792931889243,1.0,3,1.0,1,7627.85606106677
881,2017,1,2,2,4.64083006561005,0,,0.0,2,1.0,1,7052.09183260453
882,2017,12,2,2,2.0,0,45.0,3.0,2,0.0,0,4250.0
883,2018,12,2,2,8.0,0,40.0,0.0,2,0.0,0,6166.0
884,2017,12,2,2,10.0,0,40.0,1.0,1,1.0,1,7083.0
885,2017,1,2,2,5.0,0,40.0,0.0,2,1.0,0,7166.0
886,2017,1,2,1,5.12024312760073,0,41.09457382013021,0.0,1,1.0,0,5871.87845699334
887,2017,12,2,1,5.0,1,40.0,3.0,3,0.0,0,5649.0
888,2017,12,2,1,8.206509828454031,0,39.9604499748617,0.0,0,1.0,1,4973.4355236232595
889,2017,1,2,2,2.0,1,40.0,0.0,3,1.0,1,7916.0
890,2017,1,2,1,4.78393032736957,1,40.6144070291164,0.0,2,1.0,0,7187.743093820491
891,2017,1,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
892,2018,1,2,2,5.0,0,40.0,0.0,2,1.0,1,7166.0
893,2017,1,2,2,4.81679446778712,0,42.4598647724824,3.0,2,1.0,1,7801.09098790425
894,2017,1,2,2,4.0,1,45.0,0.0,0,0.0,0,9916.0
895,2017,12,2,2,4.891190476190481,0,41.0355,5.0,1,0.0,1,8696.6995
896,2017,12,2,6,3.25503318903319,0,40.0,0.0,0,0.0,1,5909.52442857143
897,2017,12,2,2,1.0,0,40.0,0.0,3,1.0,1,6880.0
898,2017,1,2,4,3.0,1,40.0,1.0,2,0.0,0,8666.0
899,2018,1,2,2,0.0,0,40.0,0.0,2,1.0,1,7083.0
900,2017,1,2,1,3.95108824578712,0,40.2893202221973,1.0,2,1.0,0,7179.575611079859
901,2017,1,2,6,4.16285714285714,1,40.268357142857106,5.0,3,1.0,1,6693.073
902,2017,12,2,2,3.0,0,40.0,0.0,1,1.0,0,4583.0
903,2017,1,2,1,4.7707968745634,0,40.8104297959568,0.0,2,1.0,1,6573.34496751579
904,2017,12,2,4,4.5266957064977005,1,41.0898674093389,0.0,2,1.0,1,7083.69464459871
905,2017,12,2,2,5.44119047619048,0,40.0954032634033,3.0,3,0.0,1,7574.704222222221
906,2017,12,2,4,5.0,1,40.0,0.0,2,0.0,0,7166.0
907,2017,12,2,1,3.0,0,40.0,0.0,2,1.0,1,9166.0
908,2017,12,2,2,4.40226374619533,1,41.999264841840294,1.0,2,1.0,0,7948.52400045543
909,2017,1,2,5,4.0,1,38.0,0.0,2,0.0,1,8333.0
910,2017,1,2,2,5.0,0,40.0,0.0,0,0.0,1,4083.0
911,2018,12,2,6,3.0,0,40.0,0.0,2,0.0,1,5416.0
912,2017,1,2,2,4.90397208246607,0,40.4600916414693,5.0,2,1.0,0,8071.46592040938
913,2017,1,2,1,4.07064526629927,0,40.8332818137705,0.0,0,0.0,0,6749.64577467426
914,2017,1,2,2,4.39897442599596,0,,0.0,2,1.0,0,6929.89287980687
915,2018,12,2,1,5.0,0,40.0,1.0,2,0.0,0,8750.0
916,2017,12,0,5,5.0,1,40.0,5.0,3,1.0,1,7153.22666666667
917,2017,1,2,2,2.0,0,40.0,0.0,3,1.0,1,7500.0
918,2017,1,2,1,2.0,1,40.0,0.0,0,0.0,1,4583.0
919,2017,1,2,2,4.4783951490631795,0,40.3792591376114,2.0,2,1.0,1,7887.355291386909
920,2018,1,2,2,2.92482034632035,0,40.0,2.0,2,0.0,0,6502.78177380952
921,2017,12,2,1,8.0,0,40.0,0.0,1,1.0,0,7583.0
922,2018,12,2,2,5.0,0,40.0,0.0,0,0.0,1,7166.0
923,2017,12,2,2,4.889672192181781,0,40.350866403134106,0.0,3,1.0,1,6902.78415473201
924,2017,1,2,1,2.0,0,40.0,0.0,2,0.0,1,8500.0
925,2017,1,2,7,10.0,1,40.0,0.0,2,0.0,0,7916.0
926,2017,1,0,2,7.349120432930679,0,40.8953333333333,0.0,4,0.0,1,6787.4644552175405
927,2017,12,2,1,6.0,0,40.0,5.0,2,0.0,0,7333.0
928,2017,1,2,1,5.0,0,40.0,0.0,2,0.0,1,7166.0
929,2017,1,2,2,2.0,0,43.0,0.0,2,1.0,1,6250.0
930,2017,12,2,4,2.0,1,40.0,1.0,3,0.0,0,8416.0
931,2017,1,2,1,9.0,0,40.0,0.0,2,1.0,1,5916.0
932,2017,12,2,4,1.0,1,45.0,0.0,2,1.0,0,8666.0
933,2017,12,2,1,5.0,0,45.0,5.0,2,1.0,1,6250.0
934,2017,1,2,2,2.0,0,40.0,0.0,3,1.0,1,7500.0
935,2017,1,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
936,2017,1,2,1,3.69856055784643,0,40.020553886764205,0.0,3,1.0,1,6780.11225422692
937,2017,12,2,2,3.0,0,40.0,0.0,0,0.0,0,7083.0
938,2017,12,2,1,5.0,1,40.0,2.0,2,1.0,0,8626.0
939,2017,12,2,2,6.152434408513741,0,40.1387616819455,1.0,0,0.0,1,7040.68798332567
940,2017,12,2,7,5.0,1,40.0,0.0,2,0.0,1,10416.0
941,2017,1,2,2,4.4783951490631795,0,40.3792591376114,2.0,2,1.0,1,7887.355291386909
942,2017,12,2,7,5.0,1,40.0,0.0,2,1.0,1,7166.0
943,2018,12,2,4,4.3934968364968405,1,40.270933347698104,0.0,0,0.0,0,7844.82702225552
944,2017,12,2,2,5.0,0,40.0,5.0,2,1.0,1,7166.0
945,2017,12,2,6,1.0,0,40.0,0.0,3,0.0,0,4500.0
946,2017,1,2,1,3.0,0,40.0,0.0,0,0.0,1,5000.0
947,2017,1,2,5,6.1531547619047595,1,40.0,5.0,2,1.0,1,7764.537404761909
948,2017,12,2,3,5.808142857142861,0,41.654722222222205,1.0,1,0.0,0,7016.570428571429
949,2017,12,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
950,2017,12,2,2,2.0,0,38.0,0.0,3,1.0,1,7166.0
951,2017,12,2,2,2.0,0,40.0,0.0,1,1.0,1,5348.0
952,2017,12,2,2,1.0,0,40.0,1.0,2,0.0,1,3744.0
953,2017,1,0,5,5.0,1,40.0,5.0,0,0.0,0,7166.0
954,2017,1,2,2,4.9070636832688095,0,40.727005354549604,0.0,0,0.0,1,6600.64001429953
955,2017,12,2,2,3.0,0,40.0,0.0,2,1.0,1,7833.0
956,2018,12,2,2,1.0,0,40.0,0.0,0,0.0,1,3958.0
957,2018,12,2,1,4.07064526629927,0,40.8332818137705,0.0,0,0.0,0,6749.64577467426
958,2017,1,2,2,4.4783951490631795,0,40.3792591376114,2.0,2,1.0,1,7887.355291386909
959,2017,1,2,6,1.0,0,45.0,0.0,2,0.0,0,5416.0
960,2017,1,2,1,2.0,0,45.0,0.0,3,1.0,0,5583.0
961,2017,1,2,2,4.7719611254701695,0,40.7615858249761,1.0,2,0.0,1,8021.9375778557915
962,2017,1,2,6,0.0,0,45.0,0.0,2,0.0,0,7333.0
963,2017,1,2,2,2.0,0,45.0,0.0,0,0.0,0,3750.0
964,2018,1,2,1,5.0,0,40.0,2.0,2,1.0,1,7166.0
965,2017,12,2,1,5.0,1,40.0,0.0,1,1.0,0,7166.0
966,2017,1,2,2,10.0,0,40.0,3.0,1,1.0,0,9416.0
967,2017,12,2,2,4.889672192181781,0,40.350866403134106,0.0,3,1.0,1,6902.78415473201
968,2018,12,2,0,8.0,0,42.0,5.0,2,0.0,0,6250.0
969,2017,1,0,7,10.0,1,45.0,0.0,4,1.0,0,4166.0
970,2017,1,2,2,1.0,0,40.0,0.0,0,0.0,1,7166.0
971,2017,12,2,2,4.26138437820312,0,41.0792931889243,1.0,3,1.0,1,7627.85606106677
972,2017,1,2,1,3.4071563051657003,0,41.405996926477606,0.0,2,0.0,1,6525.94355483067
973,2017,1,2,1,4.0,0,37.0,1.0,3,1.0,0,5416.0
974,2017,12,2,4,4.9376474052263495,1,40.0975,0.0,3,1.0,0,7023.18313888889
975,2017,1,2,2,4.1911711163395795,0,40.809895582514,0.0,1,1.0,0,6032.160004854661
976,2017,12,2,2,4.87,1,40.06,2.0,2,0.0,0,7069.451
977,2017,12,2,1,2.0,0,40.0,0.0,1,1.0,0,7666.0
978,2017,12,2,7,3.0,0,45.0,0.0,2,1.0,0,5500.0
979,2017,1,2,2,4.9070636832688095,0,40.727005354549604,0.0,0,0.0,1,6600.64001429953
980,2017,12,2,2,4.889672192181781,0,40.350866403134106,0.0,3,1.0,1,6902.78415473201
981,2017,1,2,1,2.0,1,40.0,1.0,3,1.0,0,6166.0
982,2018,12,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
983,2018,12,2,2,5.0,0,40.0,0.0,1,0.0,1,7166.0
984,2018,12,2,2,4.6150413211557595,0,40.810169591180895,1.0,2,1.0,1,7342.12456054052
985,2017,12,2,5,5.29733333333333,0,43.3047619047619,1.0,3,1.0,0,8022.662380952379
986,2018,12,2,2,10.0,0,40.0,3.0,2,1.0,0,9583.0
987,2018,1,2,5,1.0,0,40.0,1.0,2,0.0,0,10166.0
988,2017,1,0,1,5.0,0,40.0,2.0,2,1.0,0,7166.0
989,2017,1,2,2,7.0,0,38.0,0.0,2,1.0,1,5250.0
990,2017,1,2,2,8.0,0,40.0,1.0,2,1.0,0,9333.0
991,2017,1,2,2,1.0,0,45.0,0.0,2,1.0,1,5416.0
992,2017,1,2,2,6.0,0,38.0,1.0,2,1.0,1,5833.0
993,2017,1,2,7,2.51985714285714,0,42.130952380952394,5.0,2,0.0,1,7704.75634615385
994,2017,12,2,5,3.0,0,40.0,4.0,2,1.0,1,4333.0
995,2019,1,1,2,5.0,0,40.0,0.0,2,1.0,1,7166.0
996,2018,1,2,2,3.0,0,40.0,0.0,0,0.0,0,5822.0
997,2017,1,2,2,10.0,0,40.0,4.0,2,1.0,1,10416.0
998,2017,1,2,2,3.7039904475605696,1,41.498917832714206,0.0,2,1.0,1,7098.14087297353
999,2018,12,2,1,3.49556085856008,0,42.2469422373292,0.0,3,0.0,1,6803.13071492397
1000,2017,1,2,1,2.0,0,40.0,0.0,1,0.0,1,6916.0
1001,2017,1,0,1,4.747770923520919,1,40.695,0.0,2,0.0,0,7051.36665995116
1002,2017,1,0,5,1.0,0,40.0,1.0,2,1.0,1,10400.0
1003,2017,12,2,2,4.0,0,42.0,0.0,2,1.0,0,4500.0
1004,2017,12,2,5,3.99688961038961,1,40.0200382395382,0.0,2,0.0,1,7988.838404761899
1005,2017,1,2,1,10.0,0,45.0,0.0,2,1.0,1,9916.0
1006,2017,12,2,2,4.889672192181781,0,40.350866403134106,0.0,3,1.0,1,6902.78415473201
1007,2017,1,2,6,1.0,0,40.0,1.0,2,1.0,1,6666.0
1008,2017,1,2,2,4.598758721670491,0,40.1861196524064,2.0,0,0.0,1,6496.7882358752295
1009,2017,1,2,7,4.0745714285714305,0,42.0884761904762,0.0,0,0.0,1,7044.351873437409
1010,2017,1,2,2,4.71650020082257,1,41.6771671759613,0.0,2,0.0,1,7049.895453705609
1011,2017,12,2,1,10.0,0,40.0,1.0,0,0.0,0,10000.0
1012,2017,1,2,1,5.0,0,45.0,1.0,2,0.0,0,10583.0
1013,2017,1,2,2,2.0,0,40.0,2.0,1,0.0,1,4500.0
1014,2017,1,2,2,6.0,0,45.0,2.0,1,1.0,1,4375.0
1015,2018,12,2,2,4.2633494220164705,0,41.325061878877705,2.0,2,1.0,0,6644.85170744648
1016,2017,1,2,2,5.0,0,40.0,1.0,2,1.0,0,7166.0
1017,2018,12,2,2,4.46140457800713,0,41.3329660943632,1.0,1,1.0,1,6907.57303257853
1018,2017,1,2,2,3.9575787416884203,0,40.301676911036,0.0,0,0.0,0,6279.98915233786
1019,2017,1,2,2,3.9575787416884203,0,40.301676911036,0.0,0,0.0,0,6279.98915233786
1020,2017,1,2,7,8.0,0,38.0,0.0,1,0.0,0,5449.0
1021,2017,12,2,4,3.82266996496776,1,41.439505098392,0.0,2,1.0,0,7158.63696955947
1022,2017,1,2,2,6.0,0,45.0,2.0,1,1.0,1,4916.0
1023,2017,12,2,1,3.92055483405483,1,41.3415,0.0,3,1.0,0,6756.4628095238095
1024,2017,12,2,1,4.0,0,40.0,0.0,1,0.0,0,5666.0
1025,2017,1,2,1,5.0,0,45.0,1.0,2,1.0,1,7541.0
1026,2017,1,2,1,4.53021967601617,1,42.3697304628169,0.0,2,1.0,1,7637.12788931453
1027,2017,1,2,2,4.2633494220164705,0,41.325061878877705,2.0,2,1.0,0,6644.85170744648
1028,2018,1,2,2,4.0,0,40.0,0.0,0,0.0,1,6583.0
1029,2018,12,2,1,5.0,1,40.0,5.0,0,0.0,0,7166.0
1030,2017,1,2,2,4.64083006561005,0,41.114137565130896,0.0,2,1.0,1,7052.09183260453
1031,2017,1,2,2,4.99722354162143,1,40.37841704462829,0.0,3,1.0,1,7366.409174996129
1032,2017,1,2,1,4.42461859707574,0,40.8928271372029,1.0,2,0.0,0,7757.601842410942
1033,2017,1,2,2,5.0,0,40.0,3.0,2,1.0,0,7166.0
1034,2017,12,2,2,5.490095238095241,0,43.0375555555555,2.0,1,0.0,0,7726.0022380952405
1035,2017,12,2,1,5.42141985791986,1,39.7441544011544,0.0,2,0.0,0,6875.2404979742505
1036,2018,1,2,2,4.0,0,40.0,5.0,2,1.0,0,8750.0
1037,2017,12,2,2,4.2910907980908,1,41.497321428571404,0.0,1,1.0,0,6917.725862193361
1038,2017,1,2,2,4.14672601405319,0,40.96771598007,0.0,3,1.0,0,7054.6438534377
1039,2017,12,2,2,4.04073862302981,0,40.9044485061286,0.0,2,0.0,0,7107.089169939409
1040,2017,12,2,2,5.0,0,45.0,2.0,3,1.0,0,9166.0
1041,2017,1,2,1,4.07064526629927,0,40.8332818137705,0.0,0,0.0,0,6749.64577467426
1042,2017,1,2,2,4.33048561027325,0,40.9734095118135,0.0,2,0.0,1,7298.82316186425
1043,2017,12,2,2,5.0,0,40.0,0.0,3,0.0,1,7166.0
1044,2017,1,2,1,7.0,0,40.0,0.0,1,1.0,1,4229.0
1045,2018,12,2,2,3.0,0,45.0,0.0,3,1.0,0,6666.0
1046,2017,1,2,2,4.598758721670491,0,40.1861196524064,2.0,0,0.0,1,6496.7882358752295
1047,2017,12,2,2,3.0,0,45.0,1.0,2,1.0,0,5166.0
1048,2018,12,2,2,4.51847474747475,0,40.7385945165945,2.0,2,0.0,1,7528.4860515873
1049,2017,12,2,2,3.0,0,40.0,1.0,2,1.0,0,6833.0
1050,2017,12,2,2,1.0,0,40.0,0.0,2,1.0,0,9000.0
1051,2017,12,2,1,10.0,1,37.0,1.0,3,1.0,0,5500.0
1052,2017,12,2,2,5.0,0,40.0,0.0,2,1.0,1,9583.0
1053,2017,12,2,1,5.0,0,40.0,0.0,2,1.0,1,7166.0
1054,2017,12,2,2,2.0,0,40.0,5.0,2,1.0,0,7750.0
1055,2017,12,2,2,5.6212480019980005,0,,3.0,2,1.0,0,7071.74735645972
1056,2018,1,0,7,1.0,0,40.0,5.0,0,0.0,1,9186.0
1057,2018,12,2,5,5.0,1,40.0,1.0,3,1.0,0,7166.0
1058,2017,1,2,1,2.0,1,45.0,0.0,2,1.0,1,9166.0
1059,2017,1,2,2,4.22536881685124,0,,0.0,1,1.0,1,6927.16367895412
1060,2018,12,2,6,6.0,0,40.0,0.0,2,0.0,1,8083.0
1061,2017,12,2,2,5.0,0,40.0,0.0,3,1.0,0,7166.0
1062,2017,12,2,2,4.0,0,38.0,0.0,0,0.0,1,10306.0
1063,2017,1,2,2,1.0,0,38.0,0.0,2,1.0,0,4666.0
1064,2017,12,2,2,5.0,1,40.0,1.0,3,0.0,1,7166.0
1065,2017,12,2,1,1.0,0,40.0,0.0,2,1.0,0,4716.0
1066,2017,12,2,2,4.43033261183261,1,42.5220115995116,2.0,2,1.0,1,8358.7718015873
1067,2017,1,2,5,5.0,1,40.0,0.0,2,1.0,0,5000.0
1068,2017,12,2,1,2.0576709401709397,0,41.2434788128538,4.0,2,1.0,1,5674.19115873016
1069,2017,12,2,2,2.0,0,40.0,0.0,2,1.0,0,5166.0
1070,2018,12,2,5,8.171488095238098,0,43.78672619047621,5.0,0,0.0,1,8185.22959307359
1071,2018,12,2,2,3.0,0,37.0,1.0,2,1.0,1,7250.0
1072,2017,12,2,5,7.027064657564661,0,43.107478909978894,1.0,1,0.0,1,8776.71443040293
1073,2017,1,2,4,4.24819715007215,1,40.5837166999667,0.0,3,1.0,1,7816.2256733266695
1074,2017,12,2,2,4.70116298476205,0,40.220211691912205,5.0,2,0.0,1,8176.91371427527
1075,2017,1,2,2,3.0,1,40.0,0.0,2,1.0,0,7250.0
1076,2017,1,2,6,3.81350518925519,0,41.079518402349294,0.0,2,1.0,1,5877.59237340953
1077,2017,12,1,1,5.0,1,40.0,0.0,1,0.0,1,7166.0
1078,2017,1,2,2,8.0,0,40.0,1.0,0,0.0,0,10416.0
1079,2018,12,2,1,4.94511378307467,0,40.146451752994,0.0,3,1.0,0,6657.163452402261
1080,2017,1,2,7,4.85908333333333,0,42.850888888888896,2.0,3,1.0,0,7767.780113691859
1081,2017,12,2,1,5.0,0,40.0,0.0,3,1.0,0,9170.0
1082,2017,12,2,2,1.0,0,39.0,0.0,2,1.0,0,4166.0
1083,2018,12,2,2,7.0,0,45.0,0.0,3,1.0,1,6675.0
1084,2017,12,2,2,3.9575787416884203,0,40.301676911036,0.0,0,0.0,0,6279.98915233786
1085,2017,12,2,2,3.0,0,40.0,1.0,2,1.0,1,6666.0
1086,2018,1,2,4,4.24819715007215,1,40.5837166999667,0.0,3,1.0,1,7816.2256733266695
1087,2017,1,2,1,10.0,0,40.0,0.0,3,1.0,0,6250.0
1088,2017,1,2,2,6.0,0,40.0,0.0,2,1.0,1,10000.0
1089,2017,1,2,1,5.0,1,40.0,5.0,3,0.0,1,7166.0
1090,2017,12,2,2,2.0,0,45.0,0.0,0,0.0,0,6250.0
1091,2017,12,2,5,5.0,1,40.0,5.0,2,1.0,1,7166.0
1092,2017,12,0,1,5.0,1,40.0,5.0,2,0.0,1,7166.0
1093,2017,12,2,5,5.28718956043956,0,40.041875,1.0,3,1.0,1,6848.79642857143
1094,2017,12,0,2,5.0,1,40.0,5.0,4,1.0,1,7166.0
1095,2017,1,2,2,5.0,0,40.0,0.0,0,0.0,0,4650.0
1096,2017,12,2,2,5.0,1,40.0,5.0,2,0.0,0,7166.0
1097,2017,1,0,2,3.0,0,40.0,5.0,2,1.0,1,3750.0
1098,2017,12,2,2,9.0,0,37.0,0.0,1,0.0,1,10233.0
1099,2017,12,2,1,5.0,0,42.0,1.0,2,0.0,0,7516.0
1100,2018,12,0,5,4.96433333333333,0,40.02,3.0,2,0.0,1,7479.7638888888905
1101,2017,12,2,4,5.0,1,40.0,0.0,2,1.0,1,7166.0
1102,2017,12,1,6,4.19766666666667,1,42.34,5.0,0,1.0,0,5853.531999999999
1103,2018,1,2,1,5.0,0,40.0,0.0,2,1.0,0,5833.0
1104,2017,1,2,2,8.0,0,45.0,0.0,2,1.0,1,9583.0
1105,2017,1,2,2,3.0,0,45.0,5.0,2,0.0,1,9800.0
1106,2017,12,2,2,2.0,0,40.0,0.0,3,1.0,0,5100.0
1107,2017,12,2,2,4.39897442599596,0,40.9390320654104,0.0,2,1.0,0,6929.89287980687
1108,2017,12,2,1,5.0,0,40.0,0.0,2,1.0,0,7166.0
1109,2017,12,2,6,5.0,0,40.0,1.0,2,0.0,0,8111.0
1110,2017,1,2,0,5.0,1,40.0,1.0,2,0.0,0,7166.0
1111,2017,1,2,1,4.45645192422728,0,40.8940884054592,0.0,2,1.0,0,6564.939162516
1112,2018,12,2,2,5.0,0,40.0,0.0,3,0.0,0,7166.0
